Library,Protocol,Messages Sent,Payload Length,Pub Delay,Pub Interval,Num Subscribers,Messages Received,Total Time,Throughput,Payload Throughput,Min Latency,Avg Latency,P90 Latency,P99 Latency,Max Latency,Mean Jitter,Median CPU,Median MEM
zeromq,ipc,5000,1000,1000,0,1,5000.0,0.27851,17953.3742,17.95338,15104.0,22596.25,23104.0,31872.0,779072.0,985.5,25.4125,0.0026
nanomsg,ipc,5000,1000,1000,0,1,5000.0,0.277,18050.6829,18.05068,11648.0,13893.75,14848.0,16768.0,60672.0,402.75,20.725,0.00222
nng,ipc,5000,1000,1000,0,1,5000.0,0.28592,17487.5215,17.48752,18240.0,27652.75,32768.0,43968.0,496960.0,3426.25,37.1375,0.0033
zeromq,ipc,5000,2000,1000,0,1,5000.0,0.27777,18000.29307,36.00059,18560.0,22206.25,23616.0,26688.0,313024.0,555.75,25.225,0.00255
nanomsg,ipc,5000,2000,1000,0,1,5000.0,0.27774,18002.64125,36.00528,13376.0,14363.25,15552.0,16832.0,51904.0,239.5,17.4375,0.00221
nng,ipc,5000,2000,1000,0,1,5000.0,0.28892,17306.11429,34.61223,18112.0,28453.0,34624.0,44608.0,396480.0,3990.75,34.775,0.00326
zeromq,ipc,5000,4000,1000,0,1,5000.0,0.27788,17993.41335,71.97365,19264.0,23698.5,25536.0,28992.0,208512.0,735.25,30.4,0.00252
nanomsg,ipc,5000,4000,1000,0,1,5000.0,0.27777,18000.4148,72.00166,15040.0,16676.0,17920.0,19584.0,150848.0,495.25,19.9,0.00212
nng,ipc,5000,4000,1000,0,1,5000.0,0.2903,17223.66599,68.89467,19840.0,28634.0,32704.0,42112.0,309888.0,2752.5,34.8875,0.00329
zeromq,ipc,5000,8000,1000,0,1,5000.0,0.278,17985.87159,143.88697,21440.0,26018.25,28032.0,35776.0,229632.0,1000.75,29.625,0.00271
nanomsg,ipc,5000,8000,1000,0,1,5000.0,0.27777,18000.54659,144.00437,15936.0,17944.75,19328.0,21184.0,179904.0,577.5,22.525,0.00216
nng,ipc,5000,8000,1000,0,1,5000.0,0.28687,17429.40506,139.43524,19392.0,28793.5,33408.0,44800.0,300416.0,2502.25,38.2875,0.00352
zeromq,ipc,5000,16000,1000,0,1,5000.0,0.27914,17912.56027,286.60096,23040.0,31024.25,33984.0,45440.0,269248.0,2144.25,35.1875,0.00283
nanomsg,ipc,5000,16000,1000,0,1,5000.0,0.28169,17749.99316,283.99989,16832.0,21706.75,23680.0,32768.0,258176.0,1589.25,31.65,0.00233
nng,ipc,5000,16000,1000,0,1,5000.0,0.29479,16961.1814,271.3789,22400.0,28639.75,30976.0,41152.0,400448.0,1101.75,35.9125,0.0037
zeromq,ipc,5000,32000,1000,0,1,5000.0,0.29385,17015.57944,544.49854,31104.0,33823.25,36480.0,43136.0,156864.0,1225.5,42.975,0.00289
nanomsg,ipc,5000,32000,1000,0,1,5000.0,0.29499,16949.77888,542.39292,22272.0,26350.5,28864.0,36544.0,212992.0,1462.5,30.6625,0.00244
nng,ipc,5000,32000,1000,0,1,5000.0,0.30634,16321.53171,522.28901,26368.0,35473.0,41216.0,54336.0,516032.0,2840.25,62.2,0.00479
zeromq,ipc,5000,64000,1000,0,1,5000.0,0.31159,16046.8179,1026.99635,39552.0,46347.75,49536.0,61952.0,270016.0,1448.0,99.6,0.00338
nanomsg,ipc,5000,64000,1000,0,1,5000.0,0.33316,15007.76265,960.49681,31680.0,34514.5,36416.0,39808.0,180864.0,750.5,64.775,0.00276
nng,ipc,5000,64000,1000,0,1,5000.0,0.3388,14759.49844,944.6079,34752.0,44268.5,48960.0,63488.0,448320.0,2486.5,79.525,0.00561
zeromq,ipc,5000,128000,1000,0,1,5000.0,0.34983,14292.59012,1829.45154,53888.0,66630.75,74944.0,133504.0,567040.0,3717.0,126.85,0.00386
nanomsg,ipc,5000,128000,1000,0,1,4996.5,0.38626,12935.59573,1655.75625,46464.0,50793.0,54016.0,70592.0,550784.0,1542.5,79.6875,0.00307
nng,ipc,5000,128000,1000,0,1,5000.0,0.50506,10202.8188,1305.96081,56192.0,82092.5,96064.0,135232.0,399552.0,7496.0,100.75,0.00807
zeromq,ipc,5000,256000,1000,0,1,5000.0,0.47367,10560.25029,2703.42407,76544.0,133380.5,167360.0,275264.0,1151168.0,21836.0,153.075,0.00547
nanomsg,ipc,5000,256000,1000,0,1,4999.0,1.13003,4424.69669,1132.72235,168832.0,191096.0,197696.0,223552.0,620864.0,5384.25,107.125,0.00376
nng,ipc,5000,256000,1000,0,1,5000.0,0.59692,8376.36758,2144.3501,83136.0,133478.25,191872.0,362240.0,884352.0,24032.0,139.05,0.01309
zeromq,ipc,5000,512000,1000,0,1,5000.0,0.89473,5633.43705,2884.31977,154432.0,263773.25,345600.0,628992.0,1452864.0,83486.0,156.85,0.0085
nanomsg,ipc,5000,512000,1000,0,1,4993.75,2.21604,2253.47137,1153.77734,141824.0,416729.25,461824.0,635584.0,1178368.0,32532.25,118.35,0.00496
nng,ipc,5000,512000,1000,0,1,4999.0,1.29729,3853.44645,1972.96458,163328.0,465325.5,693312.0,1805760.0,2464064.0,127809.25,146.6125,0.02685
zeromq,ipc,5000,1000,1000,200,1,5000.0,1.25013,3999.59913,3.9996,19584.0,24817.25,25280.0,27776.0,592704.0,1082.75,17.45,0.0026
nanomsg,ipc,5000,1000,1000,200,1,5000.0,1.25012,3999.62307,3.99962,13248.0,15943.0,16192.0,16960.0,152320.0,425.25,14.9625,0.0022
nng,ipc,5000,1000,1000,200,1,5000.0,1.25058,3998.12637,3.99812,18240.0,25200.0,25728.0,35392.0,234176.0,1078.25,22.4,0.00318
zeromq,ipc,5000,2000,1000,200,1,5000.0,1.25006,3999.80332,7.99961,21120.0,25454.75,26176.0,27840.0,437888.0,980.0,12.475,0.00265
nanomsg,ipc,5000,2000,1000,200,1,5000.0,1.25005,3999.84077,7.99968,13120.0,16914.0,17152.0,17856.0,114560.0,446.25,13.7375,0.00223
nng,ipc,5000,2000,1000,200,1,5000.0,1.25104,3996.66701,7.99333,19776.0,25603.25,26048.0,35776.0,245056.0,1299.5,16.1625,0.00331
zeromq,ipc,5000,4000,1000,200,1,5000.0,1.2501,3999.67338,15.99869,19328.0,23597.25,24320.0,28544.0,184768.0,973.75,17.425,0.00269
nanomsg,ipc,5000,4000,1000,200,1,5000.0,1.25039,3998.76138,15.99505,14272.0,18794.0,19264.0,22912.0,322816.0,957.25,14.95,0.0022
nng,ipc,5000,4000,1000,200,1,5000.0,1.25232,3992.61085,15.97044,20096.0,26165.25,27584.0,36096.0,248576.0,1373.75,10.0,0.00328
zeromq,ipc,5000,8000,1000,200,1,5000.0,1.25013,3999.59991,31.9968,21248.0,25375.5,26176.0,29440.0,270400.0,990.75,17.475,0.00265
nanomsg,ipc,5000,8000,1000,200,1,5000.0,1.25033,3998.96206,31.9917,14656.0,17883.25,18304.0,21312.0,581952.0,829.5,10.0,0.00235
nng,ipc,5000,8000,1000,200,1,5000.0,1.25223,3992.86794,31.94294,20672.0,26667.75,27136.0,36800.0,246848.0,1110.0,14.925,0.00332
zeromq,ipc,5000,16000,1000,200,1,5000.0,1.25035,3998.88156,63.9821,25344.0,29712.25,30464.0,35968.0,248640.0,1238.5,19.9125,0.00267
nanomsg,ipc,5000,16000,1000,200,1,5000.0,1.25126,3995.9635,63.93541,17728.0,21149.75,21568.0,25536.0,259392.0,898.75,11.2375,0.00224
nng,ipc,5000,16000,1000,200,1,5000.0,1.2534,3989.18275,63.82692,21632.0,27966.25,28480.0,39488.0,289536.0,1224.0,19.8875,0.00356
zeromq,ipc,5000,32000,1000,200,1,5000.0,1.25067,3997.87576,127.93202,28864.0,33557.25,35136.0,39872.0,456896.0,1397.25,19.9875,0.0028
nanomsg,ipc,5000,32000,1000,200,1,5000.0,1.25469,3985.05122,127.52164,23168.0,26024.5,26880.0,30784.0,442496.0,1221.0,10.0,0.00244
nng,ipc,5000,32000,1000,200,1,5000.0,1.26429,3954.91367,126.55724,26752.0,32961.0,37568.0,42944.0,307008.0,1632.25,16.1375,0.00417
zeromq,ipc,5000,64000,1000,200,1,5000.0,1.30193,3840.46723,245.7899,40832.0,45683.75,46784.0,53376.0,391040.0,1195.0,24.95,0.0031
nanomsg,ipc,5000,64000,1000,200,1,5000.0,1.33311,3750.64374,240.0412,31808.0,33998.0,34496.0,38528.0,326272.0,737.75,19.9375,0.00265
nng,ipc,5000,64000,1000,200,1,5000.0,1.33602,3742.45135,239.51689,36992.0,43916.75,46784.0,53376.0,324480.0,1309.0,19.95,0.00516
zeromq,ipc,5000,128000,1000,200,1,5000.0,1.34523,3716.81961,475.75291,54400.0,64369.75,63232.0,125696.0,582016.0,1999.0,29.9,0.00375
nanomsg,ipc,5000,128000,1000,200,1,5000.0,1.38908,3599.50073,460.73609,47040.0,49673.75,50304.0,56384.0,475840.0,790.5,20.0,0.00308
nng,ipc,5000,128000,1000,200,1,5000.0,1.57547,3173.6933,406.23274,62784.0,98819.5,106048.0,137856.0,440384.0,8365.0,39.775,0.00666
zeromq,ipc,5000,256000,1000,200,1,5000.0,1.43685,3479.8291,890.83625,91840.0,107276.75,101824.0,258176.0,1491584.0,3068.75,52.2625,0.00471
nanomsg,ipc,5000,256000,1000,200,1,4999.5,2.10647,2373.40738,607.59229,169472.0,188581.25,191296.0,206208.0,886976.0,2849.0,58.4875,0.00352
nng,ipc,5000,256000,1000,200,1,5000.0,2.05773,2429.88198,622.04978,113216.0,202454.0,217280.0,268672.0,598144.0,7230.5,64.6375,0.01037
zeromq,ipc,5000,512000,1000,200,1,5000.0,1.63631,3055.6766,1564.50642,163008.0,190653.75,174208.0,520832.0,2895808.0,4612.25,84.725,0.00877
nanomsg,ipc,5000,512000,1000,200,1,4999.75,3.22481,1550.43456,793.8225,377088.0,411705.0,416704.0,437568.0,952704.0,4126.5,79.7,0.00462
nng,ipc,5000,512000,1000,200,1,5000.0,2.65944,1986.14439,1016.90593,187008.0,399805.75,501504.0,560896.0,1008256.0,33426.5,96.925,0.01695
zeromq,ipc,5000,1000,1000,400,1,5000.0,2.2724,2200.31803,2.20032,19968.0,24898.75,25728.0,26816.0,425216.0,1055.5,6.875,0.00268
nanomsg,ipc,5000,1000,1000,400,1,5000.0,2.27238,2200.34046,2.20034,14144.0,16199.5,16448.0,17088.0,372864.0,541.0,6.25,0.0022
nng,ipc,5000,1000,1000,400,1,5000.0,2.27508,2197.72272,2.19772,19520.0,27390.75,29632.0,38080.0,263744.0,2868.75,8.75,0.00325
zeromq,ipc,5000,2000,1000,400,1,5000.0,2.2725,2200.22113,4.40044,19520.0,25710.25,26496.0,28160.0,365056.0,1294.5,6.25,0.00254
nanomsg,ipc,5000,2000,1000,400,1,5000.0,2.27234,2200.3782,4.40076,15040.0,16873.25,17216.0,17728.0,43840.0,369.25,6.25,0.00211
nng,ipc,5000,2000,1000,400,1,5000.0,2.27669,2196.17027,4.39234,18880.0,27467.5,30016.0,40832.0,379968.0,3335.5,7.5,0.00317
zeromq,ipc,5000,4000,1000,400,1,5000.0,2.27241,2200.30749,8.80123,20672.0,27557.25,28288.0,29888.0,399104.0,1322.0,7.5,0.0026
nanomsg,ipc,5000,4000,1000,400,1,5000.0,2.27259,2200.13468,8.80054,16704.0,19253.0,19648.0,20352.0,130176.0,612.75,6.25,0.00216
nng,ipc,5000,4000,1000,400,1,5000.0,2.27968,2193.29683,8.77319,19840.0,28032.75,30528.0,40320.0,283904.0,2455.0,8.125,0.00319
zeromq,ipc,5000,8000,1000,400,1,5000.0,2.27244,2200.28047,17.60225,21056.0,25506.25,26304.0,29312.0,327104.0,1121.25,10.0,0.00252
nanomsg,ipc,5000,8000,1000,400,1,5000.0,2.27249,2200.22997,17.60184,14720.0,21113.25,21312.0,24384.0,481408.0,1473.75,5.0,0.00226
nng,ipc,5000,8000,1000,400,1,5000.0,2.28315,2189.95811,17.51966,19520.0,28382.75,30592.0,42496.0,430144.0,2819.5,9.375,0.00342
zeromq,ipc,5000,16000,1000,400,1,5000.0,2.27255,2200.16974,35.20272,24640.0,29714.25,30336.0,33984.0,325504.0,1203.75,10.0,0.00262
nanomsg,ipc,5000,16000,1000,400,1,5000.0,2.27301,2199.72884,35.19566,17856.0,21094.5,21504.0,24320.0,368320.0,932.25,6.25,0.00229
nng,ipc,5000,16000,1000,400,1,5000.0,2.29403,2179.57327,34.87317,21760.0,29763.0,32512.0,40320.0,291200.0,2540.0,8.75,0.00365
zeromq,ipc,5000,32000,1000,400,1,5000.0,2.29078,2182.66686,69.84534,28416.0,33837.25,35328.0,39104.0,535104.0,1764.0,10.0,0.00285
nanomsg,ipc,5000,32000,1000,400,1,5000.0,2.29758,2176.20374,69.63852,20864.0,26109.25,27136.0,31808.0,411456.0,1540.25,10.0,0.00238
nng,ipc,5000,32000,1000,400,1,5000.0,2.30811,2166.27316,69.32074,26624.0,34693.0,39552.0,46976.0,249920.0,2673.75,10.0,0.00413
zeromq,ipc,5000,64000,1000,400,1,5000.0,2.30747,2166.88026,138.68033,37440.0,45649.25,46592.0,52608.0,513152.0,1408.0,12.5,0.0031
nanomsg,ipc,5000,64000,1000,400,1,5000.0,2.33272,2143.41881,137.1788,31808.0,33985.5,34496.0,37888.0,380544.0,804.75,10.0,0.0027
nng,ipc,5000,64000,1000,400,1,5000.0,2.34395,2133.15715,136.52205,35712.0,44030.75,48576.0,53440.0,382592.0,3091.25,12.5,0.00515
zeromq,ipc,5000,128000,1000,400,1,5000.0,2.3617,2117.54604,271.04589,53056.0,70793.75,70912.0,321408.0,1386112.0,7990.5,19.3625,0.00368
nanomsg,ipc,5000,128000,1000,400,1,4993.25,2.39214,2087.38517,267.1853,45504.0,54419.5,50304.0,87360.0,1955904.0,4839.0,15.0,0.00302
nng,ipc,5000,128000,1000,400,1,5000.0,2.50754,1993.9878,255.23044,68672.0,98504.0,105984.0,138688.0,388608.0,8590.5,25.6125,0.00677
zeromq,ipc,5000,256000,1000,400,1,5000.0,2.43639,2052.21918,525.36811,92288.0,107191.5,101760.0,262720.0,1466304.0,3245.25,30.6125,0.00501
nanomsg,ipc,5000,256000,1000,400,1,5000.0,3.12352,1600.76795,409.79659,173952.0,192147.75,193792.0,206400.0,509568.0,2204.0,39.9,0.00354
nng,ipc,5000,256000,1000,400,1,5000.0,3.06267,1632.56864,417.93757,106432.0,202270.5,207488.0,264192.0,681024.0,5648.5,42.35,0.01019
zeromq,ipc,5000,512000,1000,400,1,5000.0,2.58876,1931.43015,988.89224,163072.0,188376.5,173760.0,512000.0,2426944.0,4219.25,52.3375,0.00802
nanomsg,ipc,5000,512000,1000,400,1,5000.0,4.23109,1181.7512,605.05661,372288.0,412823.0,417600.0,434240.0,999488.0,3944.5,61.15,0.00471
nng,ipc,5000,512000,1000,400,1,5000.0,3.97886,1256.67494,643.41757,266816.0,470977.75,549440.0,616640.0,1091904.0,28412.0,74.7,0.01734
zeromq,ipc,5000,1000,1000,600,1,5000.0,3.28046,1524.17395,1.52417,19392.0,25155.75,25984.0,27776.0,106560.0,1050.75,5.3625,0.00263
nanomsg,ipc,5000,1000,1000,600,1,5000.0,3.27536,1526.55136,1.52655,13568.0,16071.5,16384.0,17088.0,94912.0,374.75,3.725,0.0021
nng,ipc,5000,1000,1000,600,1,5000.0,3.28697,1521.15804,1.52116,18880.0,28223.25,31808.0,42432.0,196864.0,3916.75,5.775,0.0032
zeromq,ipc,5000,2000,1000,600,1,5000.0,3.28107,1523.89318,3.04779,20608.0,26086.75,26944.0,28928.0,401216.0,1246.0,4.125,0.00261
nanomsg,ipc,5000,2000,1000,600,1,5000.0,3.27536,1526.54713,3.05309,14272.0,16994.25,17408.0,18176.0,89984.0,412.0,3.7125,0.00214
nng,ipc,5000,2000,1000,600,1,5000.0,3.28882,1520.30473,3.04061,19200.0,28489.5,32000.0,43072.0,130880.0,3798.5,6.1875,0.00326
zeromq,ipc,5000,4000,1000,600,1,5000.0,3.28104,1523.90819,6.09563,20288.0,27530.5,28416.0,31680.0,247552.0,1333.0,5.775,0.00255
nanomsg,ipc,5000,4000,1000,600,1,5000.0,3.27822,1525.21941,6.10088,14976.0,19194.5,19712.0,21504.0,104512.0,611.0,3.7125,0.00217
nng,ipc,5000,4000,1000,600,1,5000.0,3.2886,1520.40461,6.08161,21632.0,29904.5,34112.0,46592.0,109952.0,3649.75,6.6,0.0033
zeromq,ipc,5000,8000,1000,600,1,5000.0,3.28482,1522.15389,12.17723,22656.0,29467.75,30720.0,34688.0,257920.0,1486.5,5.775,0.0026
nanomsg,ipc,5000,8000,1000,600,1,5000.0,3.28071,1524.06334,12.19251,15616.0,20831.5,21440.0,24320.0,150784.0,823.25,4.5375,0.0022
nng,ipc,5000,8000,1000,600,1,5000.0,3.29074,1519.41412,12.15531,20608.0,30183.5,34496.0,45376.0,117440.0,3733.5,4.95,0.00331
zeromq,ipc,5000,16000,1000,600,1,5000.0,3.28277,1523.10544,24.36969,24960.0,29724.25,30592.0,34112.0,123520.0,1119.25,6.6,0.00264
nanomsg,ipc,5000,16000,1000,600,1,5000.0,3.2873,1521.00605,24.33609,17792.0,25239.5,24768.0,31424.0,1210880.0,2910.25,4.15,0.00232
nng,ipc,5000,16000,1000,600,1,5000.0,3.29788,1516.12721,24.25803,23360.0,32151.75,36992.0,50560.0,169408.0,3792.0,6.6,0.00362
zeromq,ipc,5000,32000,1000,600,1,5000.0,3.29205,1518.80838,48.60187,27904.0,33806.5,35264.0,40320.0,251520.0,1613.75,7.025,0.00276
nanomsg,ipc,5000,32000,1000,600,1,5000.0,3.29918,1515.5261,48.49684,20608.0,25982.5,26944.0,31488.0,155712.0,1272.75,3.3,0.00243
nng,ipc,5000,32000,1000,600,1,5000.0,3.31126,1509.99916,48.31997,25920.0,36416.75,42240.0,53120.0,172416.0,3414.5,6.6,0.00411
zeromq,ipc,5000,64000,1000,600,1,5000.0,3.31109,1510.0786,96.64503,38208.0,45808.75,46912.0,52544.0,224512.0,1323.75,10.0,0.00311
nanomsg,ipc,5000,64000,1000,600,1,5000.0,3.33282,1500.22846,96.01462,31744.0,33986.0,34560.0,37696.0,427648.0,771.75,5.8,0.00263
nng,ipc,5000,64000,1000,600,1,5000.0,3.33491,1499.29286,95.95474,36736.0,46180.25,54144.0,60160.0,226304.0,2986.0,9.9,0.00516
zeromq,ipc,5000,128000,1000,600,1,5000.0,3.34508,1494.73326,191.32586,53824.0,64298.0,63616.0,116864.0,556736.0,1855.0,13.4,0.00354
nanomsg,ipc,5000,128000,1000,600,1,5000.0,3.33556,1498.99781,191.87172,46592.0,49519.5,49920.0,56000.0,274752.0,768.75,10.0,0.00307
nng,ipc,5000,128000,1000,600,1,5000.0,3.56885,1401.01371,179.32975,61824.0,95211.0,101504.0,138688.0,339648.0,4904.0,19.1,0.00673
zeromq,ipc,5000,256000,1000,600,1,5000.0,3.37905,1479.70875,378.80544,91136.0,106919.0,101952.0,253568.0,1440960.0,3344.5,22.475,0.00528
nanomsg,ipc,5000,256000,1000,600,1,5000.0,4.12819,1211.20372,310.06815,171904.0,191079.25,193664.0,202816.0,513408.0,2482.25,30.0,0.00343
nng,ipc,5000,256000,1000,600,1,5000.0,4.05227,1233.87972,315.87321,102528.0,201105.25,207168.0,273024.0,661248.0,6210.75,32.475,0.01025
zeromq,ipc,5000,512000,1000,600,1,5000.0,3.63803,1374.36869,703.67677,160896.0,188349.5,174528.0,509184.0,2232320.0,4568.75,37.0125,0.00744
nanomsg,ipc,5000,512000,1000,600,1,5000.0,5.22067,957.78537,490.38611,374976.0,413251.75,417920.0,428928.0,1231616.0,3522.25,49.9,0.00465
nng,ipc,5000,512000,1000,600,1,5000.0,4.97279,1005.47741,514.80444,209152.0,469823.25,550336.0,613696.0,1019328.0,28035.25,58.15,0.01684
zeromq,ipc,5000,1000,1000,800,1,5000.0,4.28505,1166.84877,1.16685,20800.0,25098.0,25984.0,27200.0,83072.0,1049.5,3.125,0.00251
nanomsg,ipc,5000,1000,1000,800,1,5000.0,4.27917,1168.44912,1.16845,12928.0,16197.75,16576.0,18816.0,144960.0,492.0,2.8125,0.00216
nng,ipc,5000,1000,1000,800,1,5000.0,4.28536,1166.7637,1.16677,20160.0,28343.25,32832.0,42368.0,98048.0,3299.75,4.6875,0.0032
zeromq,ipc,5000,2000,1000,800,1,5000.0,4.28491,1166.88497,2.33377,20544.0,25732.5,26688.0,27840.0,175360.0,1100.75,3.125,0.00259
nanomsg,ipc,5000,2000,1000,800,1,5000.0,4.27995,1168.23882,2.33648,14144.0,16942.0,17344.0,19008.0,181504.0,480.0,2.5,0.0022
nng,ipc,5000,2000,1000,800,1,5000.0,4.28555,1166.71167,2.33343,21056.0,28761.0,33024.0,42688.0,95040.0,3272.0,4.0625,0.0033
zeromq,ipc,5000,4000,1000,800,1,5000.0,4.28502,1166.8563,4.66742,21824.0,27635.5,28480.0,31808.0,134720.0,1249.25,3.75,0.00262
nanomsg,ipc,5000,4000,1000,800,1,5000.0,4.28351,1167.26625,4.66907,14080.0,19242.0,19712.0,21760.0,266560.0,706.25,2.5,0.00216
nng,ipc,5000,4000,1000,800,1,5000.0,4.28608,1166.56811,4.66627,22272.0,29976.25,33984.0,44416.0,100352.0,3258.0,5.0,0.00328
zeromq,ipc,5000,8000,1000,800,1,5000.0,4.28501,1166.85844,9.33487,22592.0,29858.75,30848.0,33728.0,208320.0,1351.25,3.75,0.00265
nanomsg,ipc,5000,8000,1000,800,1,5000.0,4.28512,1166.82776,9.33462,14912.0,20818.25,21440.0,24320.0,127424.0,866.25,5.0,0.00216
nng,ipc,5000,8000,1000,800,1,5000.0,4.28597,1166.59526,9.33277,22400.0,30409.25,34496.0,43648.0,100160.0,3005.75,5.3125,0.00346
zeromq,ipc,5000,16000,1000,800,1,5000.0,4.28505,1166.84727,18.66955,24896.0,29647.5,30272.0,34368.0,118272.0,1192.25,4.6875,0.0028
nanomsg,ipc,5000,16000,1000,800,1,5000.0,4.28559,1166.70113,18.66722,19072.0,24293.75,24960.0,28608.0,132096.0,1035.75,3.4375,0.0023
nng,ipc,5000,16000,1000,800,1,5000.0,4.28685,1166.35744,18.66172,24064.0,31257.75,35904.0,48128.0,151680.0,3495.75,5.0,0.00361
zeromq,ipc,5000,32000,1000,800,1,5000.0,4.28528,1166.7854,37.33714,27648.0,33806.5,35008.0,40704.0,204288.0,1512.5,5.0,0.0028
nanomsg,ipc,5000,32000,1000,800,1,5000.0,4.28556,1166.70975,37.33471,20480.0,26078.75,26944.0,31360.0,139712.0,1195.0,2.5,0.00234
nng,ipc,5000,32000,1000,800,1,5000.0,4.29018,1165.45256,37.29448,27584.0,35716.25,40128.0,54400.0,153536.0,3486.25,6.25,0.00422
zeromq,ipc,5000,64000,1000,800,1,5000.0,4.28582,1166.63611,74.66471,37824.0,45788.75,46720.0,51264.0,203776.0,1220.75,7.5,0.00315
nanomsg,ipc,5000,64000,1000,800,1,5000.0,4.33245,1154.08233,73.86127,30016.0,33965.5,34496.0,37568.0,182272.0,661.5,5.625,0.00261
nng,ipc,5000,64000,1000,800,1,5000.0,4.33554,1153.25945,73.80861,37632.0,46807.75,54272.0,58432.0,218240.0,2782.0,7.1875,0.00516
zeromq,ipc,5000,128000,1000,800,1,5000.0,4.34464,1150.84219,147.3078,52032.0,64337.0,63744.0,117184.0,523648.0,1879.75,10.0,0.00348
nanomsg,ipc,5000,128000,1000,800,1,5000.0,4.37462,1142.95534,146.29829,46784.0,49441.25,49856.0,54016.0,339008.0,702.25,7.5,0.00319
nng,ipc,5000,128000,1000,800,1,5000.0,4.57191,1093.63891,139.98578,61184.0,97367.75,104384.0,137984.0,312512.0,7838.5,15.0,0.00684
zeromq,ipc,5000,256000,1000,800,1,5000.0,4.43134,1128.32638,288.85156,89024.0,107406.0,102528.0,252160.0,1274048.0,3398.0,17.5,0.00494
nanomsg,ipc,5000,256000,1000,800,1,5000.0,5.00899,998.20638,255.54083,170496.0,190914.5,192704.0,200896.0,477312.0,1739.5,25.0,0.0035
nng,ipc,5000,256000,1000,800,1,5000.0,5.0045,999.10203,255.77012,115328.0,201144.75,207168.0,250048.0,546112.0,5256.25,25.625,0.01022
zeromq,ipc,5000,512000,1000,800,1,5000.0,4.63408,1078.96296,552.42904,164032.0,189936.5,177280.0,511168.0,2688256.0,5420.25,30.0,0.0072
nanomsg,ipc,5000,512000,1000,800,1,5000.0,6.23623,801.77069,410.50659,371520.0,412549.5,416640.0,431488.0,895424.0,3596.0,42.475,0.00466
nng,ipc,5000,512000,1000,800,1,5000.0,5.96935,837.61291,428.85781,229888.0,470682.5,550912.0,618688.0,984000.0,28768.5,48.35,0.01666
zeromq,ipc,5000,1000,1000,1000,1,5000.0,5.27698,947.51112,0.94751,20352.0,25767.0,26368.0,28416.0,347648.0,775.75,3.5,0.00257
nanomsg,ipc,5000,1000,1000,1000,1,5000.0,5.27673,947.55711,0.94756,12992.0,16180.0,16512.0,17856.0,86016.0,405.0,2.5,0.0021
nng,ipc,5000,1000,1000,1000,1,5000.0,5.282,946.61202,0.94661,19968.0,28362.0,32896.0,43264.0,87360.0,3513.0,3.5,0.00325
zeromq,ipc,5000,2000,1000,1000,1,5000.0,5.27865,947.21218,1.89442,21184.0,26558.5,27328.0,30208.0,82240.0,779.25,3.5,0.00257
nanomsg,ipc,5000,2000,1000,1000,1,5000.0,5.27682,947.53945,1.89508,13760.0,17163.75,17536.0,18688.0,138304.0,417.75,2.0,0.00216
nng,ipc,5000,2000,1000,1000,1,5000.0,5.28224,946.56733,1.89314,20224.0,28629.25,33216.0,44032.0,98304.0,3620.25,4.0,0.00324
zeromq,ipc,5000,4000,1000,1000,1,5000.0,5.27966,947.03067,3.78812,23424.0,28214.75,28864.0,34496.0,157120.0,1042.0,3.5,0.00264
nanomsg,ipc,5000,4000,1000,1000,1,5000.0,5.27685,947.53541,3.79015,15104.0,19453.0,19904.0,21504.0,137152.0,607.5,2.0,0.00227
nng,ipc,5000,4000,1000,1000,1,5000.0,5.28902,945.35592,3.78143,21824.0,30096.0,34624.0,46208.0,92544.0,3614.75,4.0,0.00329
zeromq,ipc,5000,8000,1000,1000,1,5000.0,5.29097,945.00679,7.56006,23168.0,30385.0,31424.0,34304.0,98560.0,1124.0,3.5,0.00262
nanomsg,ipc,5000,8000,1000,1000,1,5000.0,5.27696,947.51525,7.58012,15424.0,20884.25,21696.0,24320.0,116992.0,905.25,2.5,0.00218
nng,ipc,5000,8000,1000,1000,1,5000.0,5.2911,944.98228,7.55986,22592.0,30381.25,34624.0,45696.0,96576.0,3354.25,4.0,0.00335
zeromq,ipc,5000,16000,1000,1000,1,5000.0,5.29279,944.68149,15.1149,25920.0,34330.25,35200.0,38912.0,268480.0,933.0,4.25,0.00275
nanomsg,ipc,5000,16000,1000,1000,1,5000.0,5.29101,944.99876,15.11998,20544.0,24457.5,25088.0,27392.0,126272.0,971.25,3.0,0.00224
nng,ipc,5000,16000,1000,1000,1,5000.0,5.29607,944.09646,15.10554,23680.0,31124.25,36032.0,48832.0,123392.0,3547.0,3.5,0.00365
zeromq,ipc,5000,32000,1000,1000,1,5000.0,5.29326,944.59786,30.22713,29248.0,34181.0,35200.0,39552.0,139776.0,1052.5,4.0,0.00278
nanomsg,ipc,5000,32000,1000,1000,1,5000.0,5.30384,942.71322,30.16682,22272.0,30059.75,31424.0,36672.0,156672.0,1612.5,3.25,0.00245
nng,ipc,5000,32000,1000,1000,1,5000.0,5.30877,941.83762,30.1388,27648.0,35911.0,40192.0,53568.0,170880.0,3596.0,4.0,0.00414
zeromq,ipc,5000,64000,1000,1000,1,5000.0,5.31156,941.34268,60.24593,39040.0,46426.0,47424.0,53312.0,195136.0,987.75,5.75,0.00307
