Library,Protocol,Messages Sent,Payload Length,Pub Delay,Pub Interval,Num Subscribers,Messages Received,Total Time,Throughput,Payload Throughput,Min Latency,Avg Latency,P90 Latency,P99 Latency,Max Latency,Mean Jitter,Median CPU,Median MEM
nanomsg,ipc,5000,1000,1000,1000,8,5000.0,5.37888,929.56031,0.92956,22168.0,52789.28125,64760.0,78872.0,151768.0,8310.21875,13.5,0.0095
nng,ipc,5000,1000,1000,1000,8,5000.0,5.56348,898.71984,0.89872,45360.0,120398.90625,143976.0,170064.0,862088.0,21061.46875,26.5,0.01454
zeromq,ipc,5000,2000,1000,1000,8,5000.0,5.29366,944.52606,1.88905,31000.0,63990.1875,78168.0,90920.0,788648.0,11356.125,15.25,0.0116
nanomsg,ipc,5000,2000,1000,1000,8,5000.0,5.3834,928.78104,1.85756,23088.0,53036.375,65176.0,77936.0,140184.0,8557.25,14.25,0.00945
nng,ipc,5000,2000,1000,1000,8,5000.0,5.57014,897.64442,1.79529,45864.0,120480.46875,143744.0,173464.0,644544.0,20713.875,26.0,0.01456
zeromq,ipc,5000,4000,1000,1000,8,5000.0,5.29367,944.52503,3.7781,31960.0,66574.71875,80848.0,93512.0,728832.0,11500.5625,16.0,0.01165
nanomsg,ipc,5000,4000,1000,1000,8,5000.0,5.40333,925.35614,3.70142,24368.0,58503.59375,73456.0,88384.0,200512.0,10666.0,15.5,0.00951
nng,ipc,5000,4000,1000,1000,8,5000.0,5.58026,896.01637,3.58407,46008.0,123367.75,147312.0,173920.0,729464.0,21324.125,27.5,0.01468
zeromq,ipc,5000,8000,1000,1000,8,5000.0,5.29388,944.48621,7.55589,33952.0,67662.0625,82552.0,94880.0,872568.0,11793.28125,16.25,0.01172
nanomsg,ipc,5000,8000,1000,1000,8,5000.0,5.41382,923.56189,7.38849,26016.0,60125.90625,75112.0,91608.0,251784.0,10662.0,15.75,0.00961
nng,ipc,5000,8000,1000,1000,8,5000.0,5.58675,894.97476,7.1598,50224.0,125207.71875,149992.0,178504.0,734472.0,22088.375,28.5,0.0155
zeromq,ipc,5000,16000,1000,1000,8,5000.0,5.29433,944.4063,15.1105,62752.0,112583.96875,135744.0,152144.0,1025320.0,20979.15625,23.5,0.01208
nanomsg,ipc,5000,16000,1000,1000,8,5000.0,5.44546,918.19648,14.69114,29088.0,66749.6875,83248.0,98704.0,230808.0,11195.1875,16.75,0.00983
nng,ipc,5000,16000,1000,1000,8,5000.0,5.63234,887.73116,14.2037,53104.0,134601.25,162208.0,195808.0,581400.0,23923.1875,29.975,0.01715
zeromq,ipc,5000,32000,1000,1000,8,5000.0,5.29576,944.15111,30.21284,68560.0,124180.8125,149720.0,166856.0,1146240.0,23666.9375,25.5,0.01256
nanomsg,ipc,5000,32000,1000,1000,8,5000.0,5.4964,909.68597,29.10995,37856.0,78607.34375,97368.0,114416.0,288744.0,11711.90625,19.75,0.01029
nng,ipc,5000,32000,1000,1000,8,5000.0,5.68858,878.95457,28.12655,63168.0,149618.5625,180376.0,210712.0,1069136.0,27073.15625,32.975,0.02049
zeromq,ipc,5000,64000,1000,1000,8,5000.0,5.3202,939.81414,60.14811,92496.0,158527.75,185512.0,206352.0,1102096.0,23849.3125,33.75,0.01348
nanomsg,ipc,5000,64000,1000,1000,8,5000.0,5.62171,889.4091,56.92218,54232.0,108734.5625,133080.0,163024.0,437688.0,17568.46875,26.0,0.01124
nng,ipc,5000,64000,1000,1000,8,5000.0,5.83199,857.34137,54.86985,86136.0,188624.4375,227560.0,260160.0,664008.0,34605.5625,40.425,0.02716
zeromq,ipc,5000,128000,1000,1000,8,5000.0,5.38175,929.06629,118.92049,134736.0,225306.625,268600.0,320592.0,1391632.0,37206.34375,48.95,0.01538
nanomsg,ipc,5000,128000,1000,1000,8,5000.0,5.9029,847.04208,108.42139,91960.0,167506.71875,201344.0,230728.0,676632.0,20736.875,36.0,0.01301
nng,ipc,5000,128000,1000,1000,8,5000.0,6.4483,775.4053,99.25187,143704.0,325574.21875,396816.0,465504.0,1400800.0,62945.375,59.4,0.03881
zeromq,ipc,5000,256000,1000,1000,8,5000.0,5.48492,911.59109,233.36732,211736.0,380516.71875,465448.0,573152.0,1973416.0,76196.21875,82.4,0.01958
nanomsg,ipc,5000,256000,1000,1000,8,5000.0,7.24423,690.21151,176.69415,290408.0,427228.625,493272.0,538840.0,1274672.0,40327.0625,65.15,0.0162
nng,ipc,5000,256000,1000,1000,8,4999.9375,7.59735,658.11722,168.47801,289944.0,680238.65625,813040.0,906992.0,2115288.0,122262.125,99.275,0.06271
zeromq,ipc,5000,512000,1000,1000,8,4999.8125,5.69308,878.22675,449.6521,300784.0,656130.15625,829424.0,1056992.0,4788040.0,156446.28125,140.5375,0.02061
nanomsg,ipc,5000,512000,1000,1000,8,4999.9375,8.65299,577.82911,295.8485,443416.0,874966.75,1051944.0,1110400.0,2741136.0,91136.4375,105.875,0.01369
nng,ipc,5000,512000,1000,1000,8,5000.0,8.66749,579.01072,296.45349,401288.0,1127791.03125,1401328.0,1617408.0,3501928.0,254824.59375,153.6375,0.11268
zeromq,tcp,5000,1000,1000,0,8,5000.0,0.31793,15762.09897,15.7621,20920.0,117132.09375,163840.0,199944.0,1358088.0,47446.0625,185.3,0.01187
nanomsg,tcp,5000,1000,1000,0,8,5000.0,0.34468,14624.20576,14.62421,31400.0,539757.28125,937120.0,1065312.0,1495096.0,107668.6875,64.15,0.00954
nng,tcp,5000,1000,1000,0,8,5000.0,0.99234,5038.70411,5.03871,31736.0,154584.5625,215600.0,410984.0,1356072.0,51600.4375,186.375,0.01477
zeromq,tcp,5000,2000,1000,0,8,5000.0,0.3099,16136.51016,32.27302,22336.0,120865.9375,168744.0,205768.0,1085976.0,45670.4375,175.45,0.01191
nanomsg,tcp,5000,2000,1000,0,8,5000.0,0.39722,12675.18441,25.35037,28680.0,477104.9375,853336.0,1021184.0,1681416.0,98168.6875,112.575,0.00953
nng,tcp,5000,2000,1000,0,8,5000.0,1.00418,4979.4491,9.95889,28504.0,155305.90625,218888.0,465504.0,1763968.0,53266.125,182.725,0.01509
zeromq,tcp,5000,4000,1000,0,8,5000.0,0.32594,15347.90388,61.39162,21632.0,126939.40625,181096.0,238552.0,1136064.0,48328.875,192.875,0.01232
nanomsg,tcp,5000,4000,1000,0,8,5000.0,0.40804,12354.1986,49.4168,27720.0,471256.40625,887120.0,1076008.0,1850264.0,103139.8125,102.575,0.00965
nng,tcp,5000,4000,1000,0,8,4999.96875,1.02116,4896.36287,19.58545,33760.0,159127.40625,221992.0,434576.0,1511848.0,53146.875,181.8375,0.01435
zeromq,tcp,5000,8000,1000,0,8,4959.96875,0.38543,12885.50473,103.08404,39808.0,1365901.75,3213208.0,5003712.0,6351304.0,64994.625,54.3875,0.01273
nanomsg,tcp,5000,8000,1000,0,8,5000.0,0.47079,10645.07526,85.1606,48824.0,301318.03125,541672.0,679432.0,1221808.0,94523.09375,121.1875,0.00979
nng,tcp,5000,8000,1000,0,8,5000.0,1.03559,4828.37604,38.62701,33576.0,160054.59375,221144.0,446664.0,1974080.0,52531.4375,181.8875,0.01772
zeromq,tcp,5000,16000,1000,0,8,4665.0,0.46647,10018.75754,160.30012,77504.0,6930731.09375,19483504.0,26754144.0,28007928.0,88575.125,54.425,0.01341
nanomsg,tcp,5000,16000,1000,0,8,5000.0,0.49515,10102.50694,161.64011,66632.0,256115.28125,401400.0,456208.0,914048.0,108728.625,107.5875,0.01025
nng,tcp,5000,16000,1000,0,8,5000.0,1.09083,4583.76642,73.34026,35528.0,169697.78125,235616.0,492288.0,1893448.0,56111.875,179.05,0.0213
zeromq,tcp,5000,32000,1000,0,8,4591.71875,0.59229,7748.34943,247.94718,220880.0,30586390.5,56149040.0,62468504.0,64331648.0,136352.40625,14.6875,0.01598
nanomsg,tcp,5000,32000,1000,0,8,5000.0,0.62465,8005.31259,256.17,71936.0,202123.0625,292744.0,335376.0,651184.0,100909.25,133.5375,0.01114
nng,tcp,5000,32000,1000,0,8,5000.0,1.19527,4183.28122,133.865,43264.0,188194.4375,260112.0,546136.0,2322744.0,61357.1875,182.8,0.02856
zeromq,tcp,5000,64000,1000,0,8,4081.09375,0.78001,5210.97346,333.5023,278168.0,59202797.875,107653536.0,123132520.0,126511000.0,273984.71875,36.075,0.01934
nanomsg,tcp,5000,64000,1000,0,8,5000.0,0.8138,6158.9264,394.17129,73576.0,178955.78125,260160.0,305536.0,1159336.0,117323.96875,167.0125,0.01203
nng,tcp,5000,64000,1000,0,8,5000.0,1.42279,3514.24411,224.91162,58488.0,235639.8125,346120.0,668536.0,1911656.0,78920.375,184.8375,0.0401
zeromq,tcp,5000,128000,1000,0,8,3894.625,1.24888,3133.67743,401.11071,950280.0,102410992.65625,161458872.0,183503824.0,190742912.0,339956.96875,131.6125,0.03327
nanomsg,tcp,5000,128000,1000,0,8,4999.6875,1.40537,3557.57996,455.37023,108880.0,188560.21875,236784.0,313432.0,1307656.0,36556.21875,173.25,0.01165
nng,tcp,5000,128000,1000,0,8,4999.84375,2.06419,2422.18764,310.04002,89656.0,342309.25,506128.0,1038752.0,2696848.0,111656.125,183.2875,0.05503
zeromq,tcp,5000,256000,1000,0,8,3711.9375,2.19843,1691.37525,432.99206,1786936.0,235045554.6875,344111888.0,390488592.0,399874824.0,663326.5,187.5625,0.03376
nanomsg,tcp,5000,256000,1000,0,8,4997.375,3.05082,1638.06737,419.34525,284352.0,460340.65625,539552.0,618384.0,2694088.0,57579.34375,162.0,0.01221
nng,tcp,5000,256000,1000,0,8,5000.0,3.56053,1411.24356,361.27835,193112.0,599431.8125,845616.0,1457544.0,3372320.0,175445.90625,192.325,0.09707
zeromq,tcp,5000,512000,1000,0,8,3311.71875,3.81639,869.88715,445.38222,3041120.0,459633235.6875,725111336.0,813790656.0,831898864.0,1177672.6875,191.7,0.03947
nanomsg,tcp,5000,512000,1000,0,8,3067.5,4.40928,695.5648,356.12918,315216.0,2067503.25,3398440.0,4465008.0,6019280.0,618257.96875,194.825,0.02702
nng,tcp,5000,512000,1000,0,8,5000.0,6.42109,783.5047,401.1544,351296.0,1100676.125,1553560.0,2586656.0,5083440.0,322798.46875,191.525,0.1626
zeromq,tcp,5000,1000,1000,200,8,5000.0,1.25112,3996.42054,3.99642,43304.0,72332.59375,90304.0,106264.0,959384.0,14872.5,69.275,0.01156
nanomsg,tcp,5000,1000,1000,200,8,5000.0,1.32959,3760.77916,3.76078,49232.0,2144370.0,3833824.0,4306936.0,4768416.0,462694.625,16.0875,0.00956
nng,tcp,5000,1000,1000,200,8,5000.0,1.73897,2875.37284,2.87537,58408.0,134878.53125,163000.0,195056.0,1168216.0,25197.78125,98.35,0.01472
zeromq,tcp,5000,2000,1000,200,8,5000.0,1.25156,3995.01359,7.99003,43008.0,73631.125,92160.0,109624.0,1096224.0,15768.0,64.3,0.01168
nanomsg,tcp,5000,2000,1000,200,8,5000.0,1.36412,3666.5299,7.33306,54464.0,1701626.3125,3086048.0,3536288.0,3975992.0,380154.09375,27.225,0.00945
nng,tcp,5000,2000,1000,200,8,5000.0,1.74525,2864.94357,5.72989,59008.0,135659.28125,164448.0,201416.0,1065728.0,25909.625,100.6,0.01481
zeromq,tcp,5000,4000,1000,200,8,5000.0,1.25171,3994.54712,15.97819,44632.0,75522.40625,95048.0,110568.0,1224104.0,16250.9375,75.4,0.01177
nanomsg,tcp,5000,4000,1000,200,8,5000.0,1.39649,3581.49525,14.32598,57544.0,1282847.03125,2366176.0,2714040.0,3047928.0,308234.875,34.65,0.00959
nng,tcp,5000,4000,1000,200,8,5000.0,1.74593,2863.83454,11.45534,62640.0,139530.59375,169960.0,200624.0,1459736.0,26584.96875,100.725,0.01493
zeromq,tcp,5000,8000,1000,200,8,5000.0,1.2524,3992.3268,31.93861,46928.0,79258.59375,97928.0,121568.0,1628768.0,15265.125,77.8375,0.01217
nanomsg,tcp,5000,8000,1000,200,8,5000.0,1.40209,3566.27741,28.53022,76896.0,1104892.8125,2020728.0,2125864.0,2256128.0,422417.21875,24.75,0.0098
nng,tcp,5000,8000,1000,200,8,5000.0,1.7673,2829.22463,22.6338,62968.0,140712.1875,170280.0,200672.0,779592.0,26442.40625,98.275,0.01577
zeromq,tcp,5000,16000,1000,200,8,5000.0,1.25256,3991.83079,63.86929,106384.0,154233.4375,178128.0,199696.0,1264136.0,18027.4375,119.9,0.01241
nanomsg,tcp,5000,16000,1000,200,8,5000.0,1.46533,3412.71108,54.60338,64888.0,542741.1875,979512.0,1023648.0,1603000.0,343866.09375,40.825,0.01014
nng,tcp,5000,16000,1000,200,8,5000.0,1.78861,2795.48901,44.72782,68272.0,147373.28125,178472.0,210576.0,644000.0,26896.65625,108.05,0.01724
zeromq,tcp,5000,32000,1000,200,8,5000.0,1.26339,3957.628,126.6441,102840.0,153184.75,180704.0,221400.0,1661184.0,17545.0625,128.4875,0.01358
nanomsg,tcp,5000,32000,1000,200,8,5000.0,1.56715,3190.6885,102.10203,68784.0,323076.09375,545952.0,581328.0,755248.0,279306.40625,59.4,0.01092
nng,tcp,5000,32000,1000,200,8,5000.0,1.87502,2666.7201,85.33505,75104.0,160418.53125,193600.0,229296.0,975480.0,29255.75,109.1875,0.02071
zeromq,tcp,5000,64000,1000,200,8,5000.0,1.31974,3788.62793,242.47219,116048.0,181523.625,215336.0,252736.0,1672320.0,23170.1875,141.0,0.01515
nanomsg,tcp,5000,64000,1000,200,8,5000.0,1.72237,2903.01794,185.79315,72936.0,228729.3125,356024.0,387904.0,1156176.0,225618.09375,80.4,0.0119
nng,tcp,5000,64000,1000,200,8,5000.0,1.99308,2509.14358,160.58519,99120.0,199005.28125,237816.0,275504.0,1343536.0,34778.0625,127.525,0.02642
zeromq,tcp,5000,128000,1000,200,8,5000.0,1.48629,3364.18365,430.61551,107344.0,348854.84375,458824.0,753304.0,2250880.0,66944.8125,195.4625,0.017
nanomsg,tcp,5000,128000,1000,200,8,5000.0,2.17138,2302.7426,294.75105,115184.0,185541.78125,228680.0,268872.0,1130592.0,26485.5,116.2,0.01307
nng,tcp,5000,128000,1000,200,8,5000.0,2.74748,1819.86421,232.94262,175080.0,338458.0,410008.0,488216.0,2102264.0,60235.59375,148.0,0.03849
zeromq,tcp,5000,256000,1000,200,8,4631.125,2.61679,1773.48899,454.01318,388760.0,127727375.53125,248306752.0,283339576.0,291450256.0,529122.9375,192.125,0.02761
nanomsg,tcp,5000,256000,1000,200,8,4999.5625,3.57448,1398.76469,358.08376,318456.0,472351.34375,552344.0,597344.0,2344552.0,50621.34375,145.8875,0.0126
nng,tcp,5000,256000,1000,200,8,5000.0,4.36994,1144.20576,292.91667,307744.0,618630.4375,758072.0,884800.0,2334248.0,114353.65625,166.0625,0.06116
zeromq,tcp,5000,512000,1000,200,8,4345.8125,4.78301,908.35573,465.07814,3358656.0,315021461.875,493994608.0,552011360.0,563494304.0,1065260.125,194.275,0.03435
nanomsg,tcp,5000,512000,1000,200,8,4505.40625,5.54777,812.095,415.79264,359256.0,1311947.0625,1943224.0,3237416.0,5180632.0,321378.5,185.175,0.02735
nng,tcp,5000,512000,1000,200,8,5000.0,7.03829,716.34675,366.76953,482680.0,1036664.40625,1313104.0,1849472.0,4606640.0,225982.375,177.225,0.12603
zeromq,tcp,5000,1000,1000,400,8,5000.0,2.27386,2198.90496,2.1989,42944.0,72423.34375,91576.0,106904.0,1025400.0,15489.0,39.875,0.01156
nanomsg,tcp,5000,1000,1000,400,8,5000.0,2.36642,2113.08405,2.11308,49152.0,2899138.15625,5174680.0,5854104.0,6064448.0,637881.3125,16.8625,0.00954
nng,tcp,5000,1000,1000,400,8,5000.0,2.74096,1824.18489,1.82418,54792.0,131611.9375,160064.0,192912.0,632096.0,24580.0,60.875,0.01468
zeromq,tcp,5000,2000,1000,400,8,5000.0,2.27378,2198.98344,4.39797,43432.0,74278.5625,94120.0,110992.0,1032152.0,15668.53125,39.825,0.01168
nanomsg,tcp,5000,2000,1000,400,8,5000.0,2.33614,2140.40386,4.28081,54672.0,3466168.59375,6366456.0,7260208.0,7531048.0,789652.53125,10.0,0.00949
nng,tcp,5000,2000,1000,400,8,5000.0,2.73297,1829.54091,3.65908,56512.0,133334.75,161200.0,195864.0,765712.0,24342.84375,62.1,0.01479
zeromq,tcp,5000,4000,1000,400,8,5000.0,2.27389,2198.87446,8.7955,43640.0,75174.0,95504.0,111608.0,1048288.0,15939.59375,38.65,0.01169
nanomsg,tcp,5000,4000,1000,400,8,5000.0,2.39237,2091.11203,8.36445,54312.0,2351588.78125,4400064.0,5036152.0,5213248.0,579862.34375,20.6,0.00964
nng,tcp,5000,4000,1000,400,8,5000.0,2.73824,1826.00616,7.30403,57560.0,139395.46875,168784.0,204328.0,808360.0,25613.40625,63.375,0.01493
zeromq,tcp,5000,8000,1000,400,8,5000.0,2.27404,2198.72908,17.58983,46656.0,78361.59375,97888.0,114888.0,1091704.0,15504.25,43.625,0.01176
nanomsg,tcp,5000,8000,1000,400,8,5000.0,2.46195,2031.32323,16.25058,56488.0,931662.6875,1761744.0,1829424.0,1965968.0,378618.5625,28.0625,0.00974
nng,tcp,5000,8000,1000,400,8,5000.0,2.76538,1808.07809,14.46463,60576.0,138895.4375,168064.0,211792.0,678104.0,25424.71875,64.5,0.01558
zeromq,tcp,5000,16000,1000,400,8,5000.0,2.27818,2194.73924,35.11583,103600.0,151320.40625,178472.0,202128.0,1375512.0,18717.03125,64.775,0.01221
nanomsg,tcp,5000,16000,1000,400,8,5000.0,2.47502,2020.28866,32.32462,63024.0,794874.71875,1493168.0,1536912.0,1894224.0,552744.21875,26.1625,0.01017
nng,tcp,5000,16000,1000,400,8,5000.0,2.79461,1789.18314,28.62693,64016.0,145178.28125,175200.0,208968.0,763256.0,26216.4375,67.175,0.01717
zeromq,tcp,5000,32000,1000,400,8,5000.0,2.29341,2180.16523,69.76529,112344.0,162487.1875,192056.0,218328.0,1309344.0,22340.53125,70.825,0.01283
nanomsg,tcp,5000,32000,1000,400,8,5000.0,2.54908,1961.52633,62.76884,72296.0,514752.25,921400.0,957848.0,1159520.0,523587.5625,35.4625,0.01095
nng,tcp,5000,32000,1000,400,8,5000.0,2.8546,1751.57569,56.05042,74624.0,158801.40625,191000.0,227376.0,640856.0,28474.25,73.2125,0.02005
zeromq,tcp,5000,64000,1000,400,8,5000.0,2.30984,2164.65245,138.53776,134416.0,188483.375,219376.0,243144.0,1503576.0,25224.875,83.3,0.01371
nanomsg,tcp,5000,64000,1000,400,8,5000.0,2.72658,1833.80082,117.36325,71320.0,290265.34375,481936.0,510800.0,1282472.0,354588.84375,49.85,0.0117
nng,tcp,5000,64000,1000,400,8,5000.0,2.98116,1677.22744,107.34256,94696.0,194303.96875,231176.0,276384.0,915648.0,32674.46875,81.625,0.02623
zeromq,tcp,5000,128000,1000,400,8,5000.0,2.37281,2107.22217,269.72444,168376.0,252214.3125,296592.0,366072.0,1827672.0,31955.65625,119.15,0.01645
nanomsg,tcp,5000,128000,1000,400,8,5000.0,3.1755,1574.55982,201.54365,116168.0,183655.5,229912.0,259696.0,1161096.0,28986.28125,78.325,0.01307
nng,tcp,5000,128000,1000,400,8,5000.0,3.72606,1341.90757,171.76417,168464.0,335128.34375,403496.0,489440.0,1349016.0,57639.65625,108.025,0.03738
zeromq,tcp,5000,256000,1000,400,8,5000.0,2.57395,1942.54173,497.29068,138472.0,454912.96875,566264.0,809936.0,3586848.0,83074.90625,188.9,0.02234
nanomsg,tcp,5000,256000,1000,400,8,5000.0,4.58512,1090.51442,279.17169,326512.0,472230.5,552928.0,596080.0,1784144.0,53089.0625,114.725,0.01623
nng,tcp,5000,256000,1000,400,8,5000.0,4.83775,1035.02202,264.96564,291728.0,570524.875,688744.0,797608.0,2662072.0,99256.34375,138.3375,0.05945
zeromq,tcp,5000,512000,1000,400,8,4639.75,4.71375,985.49233,504.57207,723008.0,257194729.15625,432464904.0,493708408.0,502872016.0,758821.9375,195.3625,0.05019
nanomsg,tcp,5000,512000,1000,400,8,4941.03125,6.27436,787.49694,403.19844,560592.0,1097628.84375,1268496.0,1700208.0,4280024.0,139274.34375,168.6625,0.02495
nng,tcp,5000,512000,1000,400,8,5000.0,7.39497,680.99851,348.67124,492416.0,1012309.5,1263336.0,1501576.0,3788824.0,200682.75,166.475,0.10407
zeromq,tcp,5000,1000,1000,600,8,5000.0,3.2865,1521.37419,1.52138,41920.0,70512.90625,85632.0,102920.0,988168.0,13066.90625,28.125,0.01156
nanomsg,tcp,5000,1000,1000,600,8,5000.0,3.36858,1484.64062,1.48464,48504.0,4084105.3125,7306568.0,8265936.0,8600920.0,906232.875,10.3125,0.00953
nng,tcp,5000,1000,1000,600,8,5000.0,3.73153,1339.93654,1.33994,55616.0,132318.4375,159912.0,192472.0,962456.0,24845.90625,45.0625,0.01475
zeromq,tcp,5000,2000,1000,600,8,5000.0,3.28622,1521.50492,3.04301,42608.0,71474.65625,86096.0,103352.0,839016.0,12894.28125,29.375,0.01162
nanomsg,tcp,5000,2000,1000,600,8,5000.0,3.36223,1487.35798,2.97472,56720.0,4158942.0625,7581280.0,8595136.0,8777856.0,943153.25,9.075,0.00945
nng,tcp,5000,2000,1000,600,8,5000.0,3.72934,1340.7319,2.68147,61288.0,135250.65625,163568.0,191672.0,487328.0,24183.40625,45.4375,0.01474
zeromq,tcp,5000,4000,1000,600,8,5000.0,3.28771,1520.81217,6.08325,43888.0,72167.6875,88552.0,107576.0,1019408.0,13527.0625,29.8,0.01166
nanomsg,tcp,5000,4000,1000,600,8,5000.0,3.37066,1483.82114,5.93529,57664.0,3776079.15625,7082296.0,8090288.0,8336360.0,936115.875,13.2,0.00962
nng,tcp,5000,4000,1000,600,8,5000.0,3.73704,1337.95896,5.35184,59736.0,138381.59375,168240.0,197056.0,668040.0,25986.71875,46.7125,0.01487
zeromq,tcp,5000,8000,1000,600,8,5000.0,3.28879,1520.31271,12.1625,46768.0,75234.5,91312.0,109880.0,1146728.0,13489.84375,29.7875,0.01174
nanomsg,tcp,5000,8000,1000,600,8,5000.0,3.41175,1465.53912,11.72431,77056.0,2385998.625,4605152.0,4703184.0,4851224.0,999130.5,12.375,0.0098
nng,tcp,5000,8000,1000,600,8,5000.0,3.75635,1331.1014,10.64881,62696.0,138547.28125,166616.0,198520.0,629168.0,24911.96875,48.325,0.01567
zeromq,tcp,5000,16000,1000,600,8,5000.0,3.29126,1519.17668,24.30683,107384.0,153057.75,180136.0,202336.0,1339280.0,21453.9375,45.475,0.01207
nanomsg,tcp,5000,16000,1000,600,8,5000.0,3.47222,1440.14189,23.04227,68480.0,1126897.3125,2138000.0,2181368.0,2513472.0,804858.625,18.175,0.01017
nng,tcp,5000,16000,1000,600,8,5000.0,3.77326,1325.14,21.20224,66328.0,146112.96875,175912.0,208040.0,858280.0,25852.15625,50.425,0.01713
zeromq,tcp,5000,32000,1000,600,8,5000.0,3.29921,1515.51196,48.49638,113688.0,162327.6875,189808.0,213224.0,1341632.0,21720.4375,51.25,0.01262
nanomsg,tcp,5000,32000,1000,600,8,5000.0,3.56949,1400.76669,44.82453,64848.0,585633.21875,1078656.0,1111936.0,1329264.0,639858.28125,24.825,0.01085
nng,tcp,5000,32000,1000,600,8,5000.0,3.83623,1303.36696,41.70775,72976.0,160798.1875,192488.0,228304.0,1005144.0,28323.625,53.3,0.02008
zeromq,tcp,5000,64000,1000,600,8,5000.0,3.32143,1505.37612,96.34407,133760.0,190755.59375,221224.0,248720.0,1430040.0,27207.15625,61.2,0.01388
nanomsg,tcp,5000,64000,1000,600,8,5000.0,3.72629,1341.83101,85.87719,73832.0,412271.46875,722352.0,755040.0,1359800.0,592752.46875,36.4,0.01183
nng,tcp,5000,64000,1000,600,8,5000.0,3.97189,1258.8491,80.56634,93984.0,193054.9375,229048.0,266176.0,912344.0,32462.5625,61.125,0.02619
zeromq,tcp,5000,128000,1000,600,8,5000.0,3.34723,1493.77047,191.20262,173072.0,262640.5625,316000.0,370328.0,1434080.0,46099.71875,86.15,0.01569
nanomsg,tcp,5000,128000,1000,600,8,5000.0,4.17872,1196.53926,153.15703,116392.0,184018.25,230560.0,260104.0,1152952.0,29539.9375,58.675,0.01303
nng,tcp,5000,128000,1000,600,8,5000.0,4.70023,1063.77926,136.16375,169448.0,332857.34375,400536.0,464560.0,1290536.0,56906.4375,85.025,0.0363
zeromq,tcp,5000,256000,1000,600,8,5000.0,3.49369,1431.15183,366.37487,267152.0,403995.96875,483192.0,627672.0,2745056.0,56156.09375,133.85,0.0212
nanomsg,tcp,5000,256000,1000,600,8,5000.0,5.51681,906.33539,232.02186,317088.0,463175.5,543768.0,588576.0,1849696.0,53042.96875,94.8125,0.01612
nng,tcp,5000,256000,1000,600,8,5000.0,5.92532,843.84851,216.02522,302144.0,603383.8125,721104.0,823200.0,2061064.0,99025.59375,115.6,0.05777
zeromq,tcp,5000,512000,1000,600,8,4910.03125,4.78571,1029.10961,526.90412,436008.0,47934669.9375,99304264.0,159649504.0,173486120.0,619028.96875,196.4375,0.0357
nanomsg,tcp,5000,512000,1000,600,8,4998.53125,6.8818,726.36183,371.89726,686200.0,1091854.4375,1232880.0,1323640.0,3931800.0,109961.40625,156.225,0.0211
nng,tcp,5000,512000,1000,600,8,5000.0,8.71708,573.59631,293.68131,582080.0,1157406.25,1394912.0,1592312.0,3102336.0,194674.3125,147.675,0.1021
zeromq,tcp,5000,1000,1000,800,8,5000.0,4.2857,1166.67182,1.16667,42488.0,70467.96875,85432.0,104352.0,841224.0,12582.46875,22.1875,0.01155
nanomsg,tcp,5000,1000,1000,800,8,5000.0,4.38561,1140.16385,1.14017,47688.0,4629840.96875,8282864.0,9380992.0,9557128.0,1031284.8125,10.3125,0.00954
nng,tcp,5000,1000,1000,800,8,5000.0,4.72465,1058.27949,1.05828,59088.0,135163.59375,164920.0,198824.0,769568.0,25554.8125,36.775,0.0147
zeromq,tcp,5000,2000,1000,800,8,5000.0,4.2858,1166.6429,2.33329,43152.0,71497.09375,84984.0,102736.0,915104.0,11871.9375,21.875,0.01162
nanomsg,tcp,5000,2000,1000,800,8,5000.0,4.35827,1147.30582,2.29461,52224.0,5510149.46875,10219088.0,11633280.0,11836264.0,1275567.125,7.8125,0.00942
nng,tcp,5000,2000,1000,800,8,5000.0,4.72541,1058.11382,2.11623,55808.0,134843.6875,163264.0,194704.0,634256.0,24876.03125,36.775,0.01475
zeromq,tcp,5000,4000,1000,800,8,5000.0,4.28591,1166.61433,4.66646,44488.0,73175.40625,86824.0,106000.0,1034656.0,12155.25,22.1875,0.01169
nanomsg,tcp,5000,4000,1000,800,8,5000.0,4.35032,1149.35321,4.59741,52184.0,5740056.4375,10693480.0,12227864.0,12383944.0,1418788.3125,6.875,0.00963
nng,tcp,5000,4000,1000,800,8,5000.0,4.72977,1057.13657,4.22855,57632.0,138844.8125,168000.0,201016.0,613792.0,25376.34375,37.4,0.01495
zeromq,tcp,5000,8000,1000,800,8,5000.0,4.2858,1166.64257,9.33314,46808.0,76022.28125,90456.0,109904.0,946040.0,12427.625,24.0625,0.01175
nanomsg,tcp,5000,8000,1000,800,8,5000.0,4.40781,1134.3512,9.07481,77200.0,3062489.9375,5945552.0,6057760.0,6199000.0,1298236.625,8.75,0.00974
nng,tcp,5000,8000,1000,800,8,5000.0,4.75496,1051.54381,8.41235,61736.0,138094.15625,167064.0,197976.0,942144.0,25224.78125,36.775,0.01563
zeromq,tcp,5000,16000,1000,800,8,5000.0,4.286,1166.5878,18.6654,108040.0,156011.3125,181496.0,202736.0,1079344.0,21943.40625,37.7125,0.01203
nanomsg,tcp,5000,16000,1000,800,8,5000.0,4.48221,1115.56812,17.84909,59736.0,1201317.78125,2311264.0,2353504.0,2565888.0,882895.4375,16.875,0.01006
